<doc id="edoc_wd_1722-10-31" attrs="word" year="1722" month="10" day="31" corpus="1">
<head id="hl1">
Madrid	w52
der	w1889
Herr	w1890
Marschal	w1891
kurtz	w1892
dar=auf	w1893
<g/>
=
Gelegenheit	w1895
nahme	w1896
<g/>
/
die	w1898
Session	w1899
auf	w1900
den	w1901
10	w1902
<g/>
.
Octob	w1904
<g/>
.
zu	w1906
litimiren	w1907
<g/>
.
Bis=her	w1909
<g/>
=
hatte	w1911
der	w1912
Herr	w1913
Land	w1914
<g/>
=
Botten	w1916
Mar=schal	w1917
<g/>
=
noch	w1919
niemanden	w1920
eine	w1921
activ	w1922
Stim	w1923
<g/>
=
</p>
<p id="p29">
me	w1925
erlauben	w1926
wollen	w1927
<g/>
/
weil	w1929
aber	w1930
schon	w1931
gestern	w1932
einige	w1933
<g/>
/
heute	w1935
aber	w1936
dererselben	w1937
noch	w1938
mehr	w1939
darauf	w1940
drungen	w1941
<g/>
/
so	w1943
bewillig=te	w1944
<g/>
=
der	w1946
Herr	w1947
Land	w1948
<g/>
=
Bohten	w1950
Marschal	w1951
ih=nen	w1952
<g/>
=
ihre	w1954
Gedancken	w1955
in	w1956
ordentlichen	w1957
Stimmen	w1958
zu	w1959
proponiren	w1960
<g/>
/
da	w1962
dann	w1963
in	w1964
<g/>
-
circa	w1966
15	w1967
<g/>
.
deren	w1969
Herren	w1970
Land	w1971
<g/>
=
Bohten	w1973
pro	w1974
&	w1975
contra	w1976
sprachen	w1977
<g/>
/
doch	w1979
gienge	w1980
de=rer	w1981
<g/>
=
meisten	w1983
Meinungen	w1984
dahin	w1985
<g/>
/
daß	w1987
man	w1988
im	w1989
Stande	w1990
nicht	w1991
wäre	w1992
<g/>
/
einen	w1994
förmli=chen	w1995
<g/>
=
Schluß	w1997
hierüber	w1998
zu	w1999
fassen	w2000
<g/>
/
ehe	w2002
<g/>
/
und	w2004
bevor	w2005
sie	w2006
von	w2007
S	w2008
<g/>
.
K	w2010
<g/>
.
M	w2012
<g/>
.
zum	w2014
Hand=Kuß	w2015
<g/>
=
gelassen	w2017
worden	w2018
<g/>
.
Andere	w2020
behaup=teten	w2021
<g/>
=
<g/>
/
ihre	w2024
Instruction	w2025
obligirte	w2026
sie	w2027
zu	w2028
nichts	w2029
zu	w2030
schreiten	w2031
<g/>
/
bis	w2033
die	w2034
Sache	w2035
we=gen	w2036
<g/>
=
des	w2038
Comando	w2039
<g/>
/
item	w2041
die	w2042
Ostrows=kische	w2043
<g/>
=
Ordination	w2045
reguliret	w2046
wäre	w2047
<g/>
/
ꝛc	w2049
<g/>
.
Als	w2051
nun	w2052
der	w2053
Herr	w2054
Marschal	w2055
warnah=me	w2056
<g/>
=
<g/>
/
daß	w2059
sich	w2060
die	w2061
Anwesende	w2062
vor	w2063
dieses	w2064
mal	w2065
schwerlich	w2066
vereinigen	w2067
würden	w2068
<g/>
/
sol-virte	w2070
<g/>
-
er	w2072
abermals	w2073
die	w2074
Session	w2075
auf	w2076
den	w2077
14	w2078
<g/>
.
Octob	w2080
<g/>
.
Diesen	w2082
Tag	w2083
wurde	w2084
aber=mal	w2085
<g/>
=
fast	w2087
nur	w2088
eintzig	w2089
<g/>
/
und	w2091
allein	w2092
darüber	w2093
gestritten	w2094
<g/>
/
ob	w2096
man	w2097
vorhero	w2098
dem	w2099
Köni=ge	w2100
<g/>
=
die	w2102
Hand	w2103
zu	w2104
küssen	w2105
sich	w2106
ausbetten	w2107
<g/>
/
oder	w2109
zu	w2110
forderst	w2111
auf	w2112
die	w2113
Abthuung	w2114
des	w2115
Streits	w2116
<g/>
/
wegen	w2118
des	w2119
Commando	w2120
und	w2121
wegen	w2122
der	w2123
Ostroskischen	w2124
Ordination	w2125
dringen	w2126
solle	w2127
<g/>
.
Und	w2129
da	w2130
der	w2131
Hr	w2132
<g/>
.
Mar=schal	w2134
<g/>
=
sahe	w2136
<g/>
/
daß	w2138
man	w2139
auch	w2140
vor	w2141
dieses	w2142
mal	w2143
hierüber	w2144
nicht	w2145
einig	w2146
werden	w2147
würde	w2148
<g/>
/
verlegte	w2150
er	w2151
die	w2152
Session	w2153
auf	w2154
den	w2155
15	w2156
<g/>
.
Octob	w2158
<g/>
.
<g/>
/
und	w2161
weil	w2162
sich	w2163
dieselbe	w2164
aberma=len	w2165
<g/>
=
mit	w2167
der	w2168
Materie	w2169
anfieng	w2170
<g/>
/
worüber	w2172
die	w2173
vorige	w2174
Täge	w2175
gestritten	w2176
worden;	w2177
so	w2178
batt	w2179
sich	w2180
einer	w2181
Land	w2182
<g/>
=
Bohte	w2184
Podkoworzy	w2185
Smilensky	w2186
eine	w2187
Stimme	w2188
aus	w2189
<g/>
/
darin=nen	w2191
<g/>
=
er	w2193
mit	w2194
vielen	w2195
Gründen	w2196
darthat	w2197
<g/>
/
daß	w2199
sie	w2200
ohnfehlbar	w2201
zu	w2202
förderst	w2203
zum	w2204
Kö=nigl	w2205
<g/>
=
<g/>
.
Hand	w2208
<g/>
=
Kuß	w2210
gehen	w2211
müssen	w2212
<g/>
/
ehe	w2214
sie	w2215
von	w2216
anderen	w2217
Materien	w2218
gütig	w2219
sprechen	w2220
konten	w2221
<g/>
/
weilen	w2223
er	w2224
nun	w2225
so	w2226
unnöhtigen	w2227
Streiten	w2228
länger	w2229
zu	w2230
zuhörn	w2231
nicht	w2232
wil	w2233
<g/>
=
</p>
<p id="p30">
lens	w2236
war	w2237
<g/>
/
so	w2239
batt	w2240
er	w2241
<g/>
/
man	w2243
möchte	w2244
sich	w2245
vereinigen	w2246
<g/>
/
S	w2248
<g/>
.
Königl	w2250
<g/>
.
M	w2252
<g/>
.
um	w2254
die	w2255
Er=laubnuß	w2256
<g/>
=
zu	w2258
bitten	w2259
<g/>
/
Jhro	w2261
Hand	w2262
zu	w2263
küs=sen	w2264
<g/>
=
zu	w2266
können	w2267
<g/>
/
widrigenfalls	w2269
wolte	w2270
er	w2271
die	w2272
Activität	w2273
des	w2274
Reichs	w2275
<g/>
=
Tages	w2277
hier=mit	w2278
<g/>
=
gehemmet	w2280
haben	w2281
<g/>
.
Nach	w2283
vielen	w2284
Zu=reden	w2285
<g/>
=
lies	w2287
dieser	w2288
Land	w2289
<g/>
=
Bohte	w2291
sich	w2292
endlich	w2293
bewegen	w2294
<g/>
/
die	w2296
Activität	w2297
dem	w2298
Reichs	w2299
<g/>
=
Ta=ge	w2301
<g/>
=
ja	w2303
wol	w2304
zu	w2305
restituiren	w2306
<g/>
/
jedoch	w2308
unter	w2309
keiner	w2310
anderen	w2311
Condition	w2312
hiermit	w2313
die	w2314
Session	w2315
fort	w2316
solviret	w2317
werde;	w2318
welches	w2319
der	w2320
Marschall	w2321
auch	w2322
alsbald	w2323
that	w2324
<g/>
/
und	w2326
den	w2327
16	w2328
<g/>
.
bis	w2330
auf	w2331
den	w2332
folgenden	w2333
Tag	w2334
ver=legte	w2335
<g/>
=
<g/>
.
Die	w2338
Senatoren	w2339
<g/>
=
Stube	w2341
wird	w2342
sehr	w2343
schön	w2344
meubliret	w2345
<g/>
/
und	w2347
werden	w2348
un=ter	w2349
<g/>
=
andern	w2351
vor	w2352
die	w2353
andern	w2354
<g/>
/
Banck	w2356
mit	w2357
rohten	w2358
Tuch	w2359
beschlagen	w2360
<g/>
.
Der	w2362
Königl	w2363
<g/>
.
Thron	w2365
wird	w2366
auch	w2367
sehr	w2368
herrlich	w2369
seyn	w2370
<g/>
.
J	w2372
<g/>
.
Königl	w2374
<g/>
.
Majestät	w2376
haben	w2377
den	w2378
Hrn	w2379
<g/>
.
Bi=schof	w2381
<g/>
=
von	w2383
Ermland	w2384
zum	w2385
Primatem	w2386
Re-gni	w2387
<g/>
-
<g/>
/
und	w2390
Ertz	w2391
<g/>
=
Bischof	w2393
von	w2394
Gniesen	w2395
de-clariret;	w2396
<g/>
-
die	w2398
übrigen	w2399
vacanten	w2400
Char=gen	w2401
<g/>
=
aber	w2403
seynd	w2404
noch	w2405
nicht	w2406
vergeben	w2407
<g/>
.
</p>
<p id="p31">
Von	w2409
unserm	w2410
zu	w2411
Constantinopel	w2412
ge=wesenen	w2413
<g/>
=
Gesandten	w2415
<g/>
/
haben	w2417
wir	w2418
Nach=richt	w2419
<g/>
=
<g/>
/
daß	w2422
er	w2423
<g/>
/
bey	w2425
Ablauf	w2426
letzterer	w2427
Post	w2428
<g/>
/
schon	w2430
40	w2431
<g/>
.
Meilen	w2433
disseits	w2434
Con=stantinopel	w2435
<g/>
=
gewesen	w2437
<g/>
/
und	w2439
wird	w2440
er	w2441
bin=nen	w2442
<g/>
=
8	w2444
<g/>
.
Tagen	w2446
in	w2447
Lemberg	w2448
erwartet	w2449
<g/>
.
</p>
<head id="hl10">
Stockholm	w2451
8	w2452
<g/>
.
October	w2454
<g/>
.
</head>
<p id="p32">
Seither	w2456
2	w2457
<g/>
.
Tagen	w2459
ist	w2460
bereits	w2461
verschie=dene	w2462
<g/>
=
Bagage	w2464
von	w2465
der	w2466
hohen	w2467
Königl	w2468
<g/>
.
Suite	w2470
hier	w2471
eingetroffen	w2472
<g/>
/
so	w2474
daß	w2475
die	w2476
gan=tze	w2477
<g/>
=
Hofstatt	w2479
<g/>
/
nebst	w2481
Jhre	w2482
Königl	w2483
<g/>
.
Ma=jestäten	w2485
<g/>
=
nun	w2487
täglich	w2488
ewartet	w2489
werden	w2490
<g/>
/
alsdann	w2492
mehr	w2493
neues	w2494
zu	w2495
berichten	w2496
vor=fallen	w2497
<g/>
=
wird	w2499
<g/>
.
Dieser	w2501
Tagen	w2502
hat	w2503
der	w2504
hier	w2505
befindliche	w2506
Königl	w2507
<g/>
.
Dänische	w2509
extraordi	w2510
<g/>
-
nair	w2512
Envoyé	w2513
Herr	w2514
Arnoldt	w2515
von	w2516
seinem	w2517
Hofe	w2518
die	w2519
lnstructiones	w2520
erhalten	w2521
<g/>
/
die	w2523
et=wan	w2524
<g/>
=
noch	w2526
obschwebende	w2527
Gräntz	w2528
<g/>
=
Zwistig=keiten	w2530
<g/>
=
zwischen	w2532
dieser	w2533
Crone	w2534
<g/>
/
und	w2536
Dä=nemank	w2537
<g/>
=
gegen	w2539
Norwegen	w2540
vollends	w2541
zur	w2542
</p>
<p id="p33">
Richtigkeit	w2543
zu	w2544
bringen	w2545
<g/>
.
Der	w2547
hier	w2548
noch	w2549
befindliche	w2550
Russische	w2551
Minister	w2552
Herr	w2553
Be=stuchef	w2554
<g/>
=
fänget	w2556
nunmehro	w2557
an	w2558
sich	w2559
zu	w2560
sei=ner	w2561
<g/>
=
Reise	w2563
nach	w2564
Moscau	w2565
anzuschicken	w2566
<g/>
/
welche	w2568
auch	w2569
sogleich	w2570
nach	w2571
Anlangung	w2572
der	w2573
Königl	w2574
<g/>
.
Hofstatt	w2576
beschleuniget	w2577
wer=den	w2578
<g/>
=
dörfte	w2580
<g/>
.
</p>
<head id="hl11">
Dresden	w2582
20	w2583
<g/>
.
October	w2585
<g/>
.
</head>
<p id="p34">
Abgewichenen	w2587
Sonnabend	w2588
haben	w2589
sich	w2590
Jhre	w2591
Hoheit	w2592
der	w2593
Königl	w2594
<g/>
.
Chur	w2596
<g/>
=
Printz	w2598
aus	w2599
dem	w2600
Schlosse	w2601
Wermsdorf	w2602
hier	w2603
ein=gefunden	w2604
<g/>
=
<g/>
.
Vorgestern	w2607
ist	w2608
die	w2609
Königl	w2610
<g/>
.
Chur	w2612
<g/>
=
Printzesin	w2614
nach	w2615
glücklich	w2616
geendig=ten	w2617
<g/>
=
6	w2619
<g/>
.
Wochen	w2621
wider	w2622
herfür	w2623
<g/>
/
und	w2625
zum	w2626
erstenmal	w2627
in	w2628
die	w2629
Kirche	w2630
gegangen	w2631
<g/>
/
wo=selbst	w2633
<g/>
=
sie	w2635
beym	w2636
Eintrit	w2637
von	w2638
der	w2639
Cathol	w2640
<g/>
.
Geistlichkeit	w2642
mittelst	w2643
andächtigen	w2644
Ge=bets	w2645
<g/>
=
eingesegnet	w2647
worden;	w2648
von	w2649
dar	w2650
wur=de	w2651
<g/>
=
sie	w2653
<g/>
/
alwo	w2655
die	w2656
Königl	w2657
<g/>
.
Chevalier	w2659
<g/>
-
Garde	w2661
mit	w2662
ihren	w2663
Partisans	w2664
rangiret	w2665
stunde	w2666
<g/>
/
nach	w2668
Vorgehung	w2669
der	w2670
Königl	w2671
<g/>
.
Pagen	w2673
<g/>
/
Cavaliers	w2675
<g/>
/
Ministers	w2677
<g/>
/
und	w2679
Jh=rer	w2680
<g/>
=
Hoheit	w2682
des	w2683
Königl	w2684
<g/>
.
Chur	w2686
<g/>
=
Printzens	w2688
selbsten	w2689
<g/>
/
zum	w2691
Tauf	w2692
<g/>
=
stein	w2694
<g/>
/
in	w2696
Begleitung	w2697
Dero	w2698
Hof	w2699
<g/>
=
Dames	w2701
<g/>
/
durch	w2703
den	w2704
Hrn	w2705
<g/>
.
General	w2707
<g/>
/
und	w2709
Obrist	w2710
Hofmeister	w2711
Gra=fen	w2712
<g/>
=
von	w2714
Lützelburg	w2715
geführet	w2716
<g/>
/
alwo	w2718
sie	w2719
<g/>
/
bis	w2721
der	w2722
junge	w2723
6	w2724
<g/>
.
Wochentliche	w2726
Printz	w2727
in	w2728
einer	w2729
Senfte	w2730
<g/>
/
welche	w2732
4	w2733
<g/>
.
Hof	w2735
<g/>
=
Heiducken	w2737
trugen	w2738
<g/>
/
und	w2740
2	w2741
<g/>
.
Cammer	w2743
<g/>
=
Herren	w2745
neben	w2746
bey	w2747
hergegangen	w2748
<g/>
/
dahin	w2750
getragen	w2751
wur=de	w2752
<g/>
=
<g/>
/
verweilten	w2755
<g/>
/
mithin	w2757
diesen	w2758
Durchl	w2759
<g/>
.
Printzen	w2761
die	w2762
Durchl	w2763
<g/>
.
Printzesin	w2765
von	w2766
Weissenfels	w2767
auf	w2768
die	w2769
Arme	w2770
nahm	w2771
<g/>
/
neben	w2773
deroselben	w2774
obgedachter	w2775
Herr	w2776
Graf	w2777
von	w2778
Lützelburg	w2779
gestanden	w2780
<g/>
/
über	w2782
welchen	w2783
Prin=tzen	w2784
<g/>
=
des	w2786
Königl	w2787
<g/>
.
Chur	w2789
<g/>
=
Printzens	w2791
Beicht=Vatter	w2792
<g/>
=
P	w2794
<g/>
.
Gallen	w2796
betete	w2797
<g/>
/
und	w2799
die	w2800
Hof=Capellanen	w2801
<g/>
=
selbsten	w2803
assistirten	w2804
<g/>
.
Nach	w2806
verrichteten	w2807
Ceremonien	w2808
verfügte	w2809
sich	w2810
der	w2811
gantze	w2812
Stat	w2813
zum	w2814
hohen	w2815
Altar	w2816
<g/>
/
wor=auf	w2818
<g/>
=
der	w2820
junge	w2821
Printz	w2822
von	w2823
der	w2824
Printzesin	w2825
von	w2826
Weissenfels	w2827
geleget	w2828
<g/>
/
und	w2830
abermals	w2831
</p>
<p id="p35">
über	w2834
ihn	w2835
gebetet	w2836
wurde	w2837
<g/>
/
und	w2839
nach	w2840
die=sem	w2841
<g/>
=
ist	w2843
die	w2844
Aja	w2845
mit	w2846
dem	w2847
Durchl	w2848
<g/>
.
Prin=tzen	w2850
<g/>
=
in	w2852
den	w2853
Printzl	w2854
<g/>
.
Pallast	w2856
getragen	w2857
worden;	w2858
inzwischen	w2859
hätte	w2860
die	w2861
andere	w2862
Aja	w2863
den	w2864
Durchleuchtigen	w2865
Printzen	w2866
Joseph	w2867
August	w2868
in	w2869
der	w2870
Königl	w2871
<g/>
.
Empor	w2873
<g/>
=
Kirche	w2875
beym	w2876
Fenster	w2877
herum	w2878
getragen	w2879
<g/>
.
Nach=deme	w2881
<g/>
=
fienge	w2883
das	w2884
Hohe	w2885
Amt	w2886
<g/>
/
welches	w2888
obgedachter	w2889
Herr	w2890
Beicht	w2891
<g/>
=
Vatter	w2893
in	w2894
As-sistirung	w2895
<g/>
-
2	w2897
<g/>
.
Hof	w2899
<g/>
=
Capellanen	w2901
<g/>
/
unter	w2903
her=licher	w2904
<g/>
=
Music	w2906
<g/>
/
auch	w2908
Trompeten	w2909
<g/>
/
und	w2911
Paucken	w2912
<g/>
/
die	w2914
sich	w2915
gleich	w2916
beym	w2917
Fürgang	w2918
hören	w2919
liessen	w2920
an	w2921
<g/>
/
und	w2923
selbiges	w2924
so	w2925
wol	w2926
die	w2927
Durchl	w2928
<g/>
.
Herrschaften	w2930
<g/>
/
als	w2932
auch	w2933
alle	w2934
anwesende	w2935
Ministern	w2936
auswarteten	w2937
<g/>
.
Mit=tags	w2939
<g/>
=
speiseten	w2941
beede	w2942
Durchl	w2943
<g/>
.
Hoheiten	w2945
in	w2946
dero	w2947
Pallast	w2948
<g/>
/
und	w2950
einige	w2951
Hohe	w2952
Mini	w2953
<g/>
-
stri	w2955
<g/>
,
und	w2957
Dames	w2958
mit	w2959
einander	w2960
<g/>
/
und	w2962
A=bends	w2963
<g/>
=
belustigten	w2965
sie	w2966
sich	w2967
mit	w2968
dem	w2969
Ball	w2970
<g/>
/
so	w2972
der	w2973
Herr	w2974
General	w2975
Lützelburg	w2976
in	w2977
sei=nem	w2978
<g/>
=
Quartier	w2980
gegeben;	w2981
womit	w2982
also	w2983
dieser	w2984
Tag	w2985
in	w2986
gröster	w2987
Galla	w2988
<g/>
/
und	w2990
Ver=gnügen	w2991
<g/>
=
beschlossen	w2993
<g/>
.
Gestern	w2995
haben	w2996
sich	w2997
Jhre	w2998
Hoheit	w2999
der	w3000
Königl	w3001
<g/>
.
Chur	w3003
<g/>
=
Printz	w3005
wieder	w3006
nach	w3007
Wermsdorf	w3008
erhoben	w3009
<g/>
/
und	w3011
wird	w3012
die	w3013
Durchl	w3014
<g/>
.
Chur	w3016
<g/>
=
Printzesin	w3018
auf	w3019
bevorstehenden	w3020
Freytag	w3021
gleichfals	w3022
fol=gen	w3023
<g/>
=
<g/>
.
</p>
<head id="hl12">
Wien	w3026
31	w3027
<g/>
.
October	w3029
1722	w3030
<g/>
.
</head>
<p id="p36">
MJtwoch	w3032
<g/>
/
den	w3034
28	w3035
<g/>
.
dieses	w3037
ausgehen=den	w3038
<g/>
=
Monats	w3040
October	w3041
<g/>
/
als	w3043
am	w3044
Fest	w3045
deren	w3046
HH	w3047
<g/>
.
Aposteln	w3049
Simon	w3050
und	w3051
Judas	w3052
hat	w3053
der	w3054
Regierende	w3055
Kaiserl	w3056
<g/>
.
Hof	w3058
dem	w3059
offentlichen	w3060
GOttes	w3061
Dienst	w3062
<g/>
/
wel=chen	w3064
<g/>
=
Jhre	w3066
Hochwürden	w3067
Herr	w3068
Anton	w3069
Abt	w3070
des	w3071
Kaiserl	w3072
<g/>
.
Stifts	w3074
Montserrat	w3075
Ord	w3076
<g/>
.
S	w3078
<g/>
.
Bened	w3080
<g/>
.
verrichtet	w3082
<g/>
/
in	w3084
der	w3085
gros=sen	w3086
<g/>
=
Hof	w3088
<g/>
=
Capellen	w3090
abgewartet	w3091
<g/>
/
bey	w3093
wel=chem	w3094
<g/>
=
nebst	w3096
dem	w3097
Päpstlichen	w3098
Hrn	w3099
<g/>
.
Nun-tio	w3101
<g/>
-
Monsig	w3103
<g/>
.
Grimaldi	w3105
auch	w3106
die	w3107
Herren	w3108
Rittere	w3109
des	w3110
goldenen	w3111
Vlieses	w3112
mit	w3113
der	w3114
Ordens	w3115
Ketten	w3116
erschienen	w3117
<g/>
.
Eben	w3119
die	w3120
<g/>
=
</p>
<p id="p37">
sen	w3122
Tag	w3123
ware	w3124
bey	w3125
dem	w3126
Kaiserl	w3127
<g/>
.
Hof	w3129
Jhrer	w3130
Majestät	w3131
der	w3132
Verwittibten	w3133
Kö=nigin	w3134
<g/>
=
in	w3136
Spanien	w3137
Maria	w3138
Anna	w3139
Ge=burts	w3140
<g/>
=
<g/>
=
Tag	w3143
mit	w3144
gewöhnlicher	w3145
Gala	w3146
be=gangen	w3147
<g/>
=
worden	w3149
<g/>
.
</p>
<p id="p38">
Durch	w3151
eine	w3152
diesen	w3153
Morgen	w3154
von	w3155
Passau	w3156
hier	w3157
angelangte	w3158
Staffetta	w3159
hatte	w3160
man	w3161
zu	w3162
vernehmen	w3163
<g/>
/
wie	w3165
nemlich	w3166
Jhre	w3167
Hochfürstl	w3168
<g/>
.
Gnaden	w3170
aldasiger	w3171
Bischof	w3172
Herr	w3173
Graf	w3174
von	w3175
Rabatta	w3176
im	w3177
9ten	w3178
Jahr	w3179
seiner	w3180
Regierung	w3181
in	w3182
seiner	w3183
Hochfürstl	w3184
<g/>
.
Residentz	w3186
den	w3187
25	w3188
<g/>
.
abweichenden	w3190
Monats	w3191
das	w3192
Zeitliche	w3193
mit	w3194
dem	w3195
ewigen	w3196
verwechselt	w3197
habe	w3198
<g/>
.
</p>
<p id="p39">
Donnerstag	w3200
<g/>
/
den	w3202
29	w3203
<g/>
.
Dito	w3205
<g/>
/
haben	w3207
Vormittag	w3208
Jhre	w3209
Röm	w3210
<g/>
.
Kaiserl	w3212
<g/>
.
und	w3214
Königl	w3215
<g/>
.
Catholische	w3217
Majestät	w3218
dem	w3219
ge=heimen	w3220
<g/>
=
Raht	w3222
beygewohnet	w3223
<g/>
:
und	w3225
Nach=mittag	w3226
<g/>
=
ware	w3228
bey	w3229
Hof	w3230
eine	w3231
Prob	w3232
<g/>
,
der	w3234
den	w3235
4	w3236
<g/>
.
des	w3238
eintrettenden	w3239
Monats	w3240
Novem=bem	w3241
<g/>
=
zu	w3243
haltenden	w3244
Kaiserl	w3245
<g/>
.
Opera	w3247
<g/>
.
</p>
<p id="p40">
Ansonsten	w3249
wurde	w3250
diesen	w3251
Tag	w3252
abermalen	w3253
ein	w3254
Kaiserlich	w3255
<g/>
=
nemlich	w3257
folgendes	w3258
Patent	w3259
wegen	w3260
deren	w3261
Schuh	w3262
<g/>
=
Knechten	w3264
von	w3265
einer	w3266
Hochlöbl	w3267
<g/>
.
Re=gierung	w3269
<g/>
=
gehöriger	w3271
Orten	w3272
publicirt	w3273
<g/>
/
und	w3275
ange=schlagen	w3276
<g/>
=
<g/>
.
</p>
<p id="p41">
WJr	w3279
Carl	w3280
der	w3281
Sechste	w3282
<g/>
/
ꝛc	w3284
<g/>
.
Entbieten	w3286
allen	w3287
Unseren	w3288
nachgesezten	w3289
Obrigkei-ten	w3290
<g/>
-
<g/>
/
besonders	w3293
Unseren	w3294
Grund	w3295
<g/>
=
Obrigkeiten	w3297
<g/>
/
Haus	w3299
<g/>
=
Jnhabern	w3301
<g/>
/
und	w3303
Jnwohnern	w3304
Unserer	w3305
Residenz	w3306
<g/>
=
Stadt	w3308
Wien	w3309
Unsere	w3310
Gnad	w3311
<g/>
/
und	w3313
geben	w3314
euch	w3315
hiemit	w3316
Gnädigst	w3317
zu	w3318
vernehmen	w3319
<g/>
:
Ob	w3321
Wir	w3322
zwar	w3323
vermeinet	w3324
<g/>
/
es	w3326
wurden	w3327
die	w3328
al=hier	w3329
<g/>
=
sich	w3331
befindliche	w3332
Schuh	w3333
<g/>
=
Knecht	w3335
denen	w3336
vorhin	w3337
ergangenen	w3338
Satz	w3339
<g/>
=
und	w3341
Ordnungen	w3342
<g/>
/
besonders	w3344
Unseren	w3345
sub	w3346
dato	w3347
21	w3348
<g/>
.
dis	w3350
Monats	w3351
genannten	w3352
Lands	w3353
<g/>
=
Fürstl	w3355
<g/>
.
Patent	w3357
gehorsam=sten	w3358
<g/>
=
Vollzug	w3360
laisten	w3361
<g/>
/
so	w3363
haben	w3364
Wir	w3365
jedoch	w3366
mehrmalen	w3367
mit	w3368
höchsten	w3369
Misfallen	w3370
verneh=men	w3371
<g/>
=
müssen	w3373
<g/>
/
daß	w3375
selbe	w3376
bis	w3377
anhero	w3378
nicht	w3379
nur	w3380
allein	w3381
in	w3382
ihre	w3383
vorige	w3384
<g/>
/
oder	w3386
andere	w3387
mit	w3388
Schuh=Knechten	w3389
<g/>
=
nicht	w3391
versehene	w3392
Werck	w3393
<g/>
=
stätt	w3395
nach	w3396
ihrer	w3397
bis	w3398
anhero	w3399
angewonten	w3400
halsstärigen	w3401
Bosheit	w3402
nicht	w3403
eingestanden	w3404
<g/>
/
sondern	w3406
annoch	w3407
weiters	w3408
höchft	w3409
strafmässig	w3410
sich	w3411
dahin	w3412
ver=messen	w3413
<g/>
=
haben	w3415
<g/>
/
und	w3417
mit	w3418
Hindansetzung	w3419
Un=sers	w3420
<g/>
=
bey	w3422
Lands	w3423
<g/>
=
Fürstl	w3425
Ungnad	w3426
<g/>
/
und	w3428
wol	w3429
empfindlicher	w3430
Leibes	w3431
<g/>
=
Straf	w3433
beschehenen	w3434
Ver=bots	w3435
<g/>
=
<g/>
/
gleichwolen	w3438
an	w3439
ungewöhnlichen	w3440
Oer=tern	w3441
<g/>
=
<g/>
/
und	w3444
auf	w3445
eine	w3446
dem	w3447
allgemeinen	w3448
Ruhe	w3449
<g/>
=
</p>
<p id="p42">
stand	w3452
zuwider	w3453
laufende	w3454
Art	w3455
ihre	w3456
Zusammen=kunften	w3457
<g/>
=
noch	w3459
immerfort	w3460
zu	w3461
halten	w3462
sich	w3463
unter=fangen	w3464
<g/>
=
<g/>
.
</p>
<p id="p43">
Wiezumalen	w3467
nun	w3468
aber	w3469
Wir	w3470
bey	w3471
so	w3472
beschaf=fenen	w3473
<g/>
=
Umständen	w3475
Eingangs	w3476
besagte	w3477
Schuh=Knecht	w3478
<g/>
=
als	w3480
freventliche	w3481
Ubertretter	w3482
Unserer	w3483
Lands	w3484
<g/>
=
Fürstl	w3486
<g/>
.
Gebott	w3488
<g/>
/
Satz	w3490
<g/>
=
und	w3492
Ordnung	w3493
<g/>
/
folgsam	w3495
so	w3496
wol	w3497
sie	w3498
<g/>
/
als	w3500
deren	w3501
Mithelfer	w3502
mit	w3503
allem	w3504
Ernst	w3505
<g/>
/
und	w3507
Schärfe	w3508
abzustraffen	w3509
Uns	w3510
bemussiget	w3511
sehen	w3512
<g/>
/
dannenhero	w3514
gerechtigst	w3515
re-solviret	w3516
<g/>
-
<g/>
/
und	w3519
geschlossen	w3520
haben;	w3521
daß	w3522
</p>
<p id="p44">
Primò	w3523
<g/>
.
Die	w3525
jenige	w3526
Schuh	w3527
<g/>
=
Knecht	w3529
<g/>
/
welche	w3531
von	w3532
Publicirung	w3533
dieses	w3534
Unseren	w3535
Patents	w3536
al=hier	w3537
<g/>
=
<g/>
/
und	w3540
in	w3541
denen	w3542
Vorstädten	w3543
zu	w3544
10	w3545
<g/>
.
Per=sonen	w3547
<g/>
=
<g/>
/
oder	w3550
mehrers	w3551
sich	w3552
unter	w3553
was	w3554
immer	w3555
ersinnenden	w3556
Vorwand	w3557
es	w3558
seyn	w3559
möchte	w3560
<g/>
/
zu=sammen	w3562
<g/>
=
schlagen	w3564
<g/>
/
und	w3566
einige	w3567
Zusammen=kunften	w3568
<g/>
=
<g/>
/
oder	w3571
Berahtschlagung	w3572
halten	w3573
wer=den	w3574
<g/>
=
<g/>
/
selbe	w3577
alsogleich	w3578
mit	w3579
Arrest	w3580
beleget	w3581
<g/>
/
ih=nen	w3583
<g/>
=
ein	w3585
Stand	w3586
<g/>
=
Recht	w3588
gehalten	w3589
<g/>
/
und	w3591
ohne	w3592
Untersuchung	w3593
eines	w3594
weiteren	w3595
Verbrechens	w3596
<g/>
/
als	w3598
Verachter	w3599
<g/>
/
und	w3601
freventliche	w3602
Ubertretter	w3603
Unserer	w3604
Land	w3605
<g/>
=
Fürstl	w3607
<g/>
.
Gebott	w3609
<g/>
/
und	w3611
Zerstörer	w3612
des	w3613
Gemeinsamen	w3614
Ruhestand	w3615
am	w3616
Leib	w3617
und	w3618
Leben	w3619
ohne	w3620
Anstand	w3621
gestraft	w3622
<g/>
.
Wie	w3624
imglei=chen	w3625
<g/>
=
</p>
<p id="p45">
Secundò	w3627
<g/>
.
Die	w3629
